,index,jian_flag_all,pred_label,問題なしの確率（0）,問題ありの確率（1）,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,20_p_num,ID,flag1（前後重複70%以上）,flag2（欠測有無）,flag3（保護者不同意）,flag4（デスクトップPC実施）,flag5（特支学級）,flag6（IAT誤答率20%以上）,SchoolNumber,SchoolClass,PersonalNumber,StudentAge,IAT_pattern,IAT_po,IAT_ne,IAT,IAT1_error,IAT2_error,IAT_Q1,IAT_Q2,IAT_Q3,sc1,sc2,sc3,sc4,sc5,sc6,sc7,sc8,ss1,ss2,ss3,ss4,ss5,ss6,cu1,cu2,cu3,cu4,cu5,cu6,cu7,md1,md2,md3,md4,md5,md6,md7,md8,md9,md10,md11,cd1,cd2,cd3,cd4,cd5,cd6,cd7,cd8,cd9,cd10,cd11,ab1,ab2,ab3,ab4,ab5,ab6,ab7,ab8,pr1,pr2,pr3,pr5,pr6,pr7,pr9,pr10,pr11,pr13,pr14,pr15,pr17,pr18,pr19,pr4,pr8,pr12,pr16,tl1,tl4,tl6,tl8,tl9,tl11,tl13,tl15,tl17,tl2,tl3,tl5,tl7,tl10,tl12,tl14,tl16,fr1,fr3,fr5,fr7,fr9,fr2,fr4,fr6,fr8,ce1,ce2,ce3,ce4,ce5,ce6,ps1,ps2,ps3,ps4,ps5,ps6,ps7,ps8,ps9,ps10,self_control,sensation_seeking,callous_unemotional,moral_disengagement,cognitive_distortion,aggression_belief,acceptance,psychological_control,monitoring,family_violence,goal_achievement,group_maintenance,good_friendship,bad_friendship,informal_control,social_cohesion,self_control_after,sensation_seeking_after,callous_unemotional_after,moral_disengagement_after,cognitive_distortion_after,aggression_belief_after,acceptance_after,psychological_control_after,monitoring_after,family_violence_after,goal_achievement_after,group_maintenance_after,good_friendship_after,bad_friendship_after,informal_control_after,social_cohesion_after,season,mondai,hutoukou,ijime,mondai_after,hutoukou_after,ijime_after,jian_flag_half,cluster,cluster_replace,cluster_after,cluster_after_replace,cluster_naimen,cluster_naimen_replace,cluster_naimen_after,cluster_naimen_after_replace,StudentGender_1,StudentGender_2,SchoolGrade_4,SchoolGrade_5,SchoolGrade_6,SchoolGrade_7,SchoolGrade_8,SchoolGrade_9,gakku_1,gakku_10,gakku_11,gakku_12,gakku_13,gakku_14,gakku_15,gakku_16,gakku_17,gakku_18,gakku_19,gakku_2,gakku_20,gakku_21,gakku_22,gakku_3,gakku_4,gakku_5,gakku_6,gakku_7,gakku_8,gakku_9,jian_flag_all
723,723,0,0.0,0.8677087581604862,0.13229124183951374,8869,8869,8869,s10_6132,10063,0,0,0,0,0,0,s10,1,32,11,3,6.9469759920000005,6.9275579060000005,-0.019418086,10.0,5.0,4,4,4,1,1,1,3,4,1,1,1,2,2,1,2,3,1,4,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,3,1,4,3,4,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,4,4,4,4,4,4,1,4,3,3,2,2,2,1,4,10,11,8,11,11,8,6,8,4,4,8,9,5,4,3,3,9.0,9.0,8.0,11.0,11.0,8.0,7.0,10.0,5.0,6.0,9.0,9.0,5.0,4.0,3.0,3.0,1,0,0,0,0.0,0.0,0.0,0,3,1,1.0,3.0,8,1,8.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
728,728,0,0.0,0.7021552609854591,0.2978447390145409,32744,32744,32744,s38_4102,36593,0,0,0,0,0,1,s38,1,2,9,3,7.863266724,8.131530711,0.268263987,25.0,16.66666667,4,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,2,1,2,2,1,1,1,2,1,1,1,3,1,4,1,1,4,1,4,2,3,2,4,3,3,4,2,4,4,4,4,4,4,4,3,2,2,3,3,4,1,1,1,1,4,4,4,4,4,2,4,1,2,4,3,1,1,1,1,1,8,6,17,16,11,8,18,7,7,7,9,18,11,4,3,5,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,8,9,,,2,3,,,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,729,0,0.0,0.7348778581610789,0.2651221418389211,31579,31579,31579,s30_6311,35190,0,0,0,0,0,0,s30,3,11,11,1,6.9469759920000005,6.78370263,-0.163273362,10.0,12.5,3,3,4,3,4,2,4,3,2,4,4,4,4,2,4,4,1,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,3,1,4,4,2,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,2,1,2,2,1,2,2,2,2,2,4,3,4,2,4,4,4,4,1,3,25,19,7,12,12,8,6,8,5,4,10,9,5,7,10,9,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,2,5,,,1,4,,,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,731,0,0.0,0.8261729710621359,0.17382702893786406,16878,16878,16878,s46_6304,18815,0,0,0,0,0,0,s46,3,4,12,3,7.013115795,6.826262245,-0.18685355,0.0,13.04347826,3,3,4,2,3,1,2,4,1,2,2,1,1,2,4,2,1,3,4,3,4,3,3,3,2,3,2,1,1,3,2,1,1,1,1,2,1,1,2,1,2,1,1,1,2,2,4,4,4,4,4,4,4,4,4,3,3,3,4,4,1,2,1,1,4,1,3,4,4,1,2,2,2,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,1,3,4,4,3,1,1,1,2,4,3,4,4,3,4,4,3,4,4,2,3,4,4,2,4,14,11,12,18,16,8,9,10,4,7,11,9,10,5,4,4,14.0,15.0,11.0,18.0,19.0,8.0,12.0,14.0,5.0,8.0,10.0,9.0,7.0,6.0,5.0,3.0,1,0,0,0,0.0,0.0,0.0,0,5,8,5.0,8.0,2,3,9.0,5.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
733,733,0,0.0,0.7156547491174089,0.2843452508825911,31040,31040,31040,s29_5123,34587,0,0,0,0,0,0,s29,1,23,11,1,7.052336508,6.725433722000001,-0.326902786,11.11111111,0.0,4,3,4,2,2,1,2,3,1,2,2,2,2,2,1,2,1,3,4,3,3,3,3,3,1,3,2,1,1,2,2,3,2,1,2,3,2,3,2,2,2,2,3,2,2,2,4,3,4,3,3,3,4,4,4,3,3,3,3,3,2,2,2,2,2,1,3,2,3,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,2,2,2,3,3,3,2,2,2,2,2,2,3,3,3,3,3,2,3,2,3,3,3,4,3,3,14,10,13,20,25,12,11,11,7,5,17,18,12,8,8,6,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,5,8,,,5,8,,,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,736,0,0.0,0.7689702142118184,0.2310297857881815,9373,9373,9373,s12_4321,10618,0,0,0,0,0,0,s12,3,21,10,1,7.1094949220000005,6.959048573,-0.150446348,11.76470588,0.0,4,4,4,2,2,1,2,4,1,1,2,4,2,1,3,4,1,4,4,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,4,3,4,1,1,1,1,2,4,4,2,3,3,4,4,3,4,3,4,2,2,4,4,2,4,4,4,3,4,1,1,2,1,1,2,2,4,3,4,4,1,4,4,3,2,3,2,2,2,12,15,9,11,11,8,6,6,4,4,15,16,6,5,10,4,10.0,15.0,8.0,11.0,11.0,8.0,6.0,6.0,6.0,4.0,17.0,13.0,8.0,5.0,8.0,3.0,1,0,0,0,0.0,0.0,0.0,0,6,2,2.0,5.0,6,2,6.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,739,0,0.0,0.8165087480476991,0.18349125195230098,16676,16676,16676,s46_4411,18604,0,0,0,0,0,0,s46,4,11,10,2,7.1094949220000005,6.725433722000001,-0.38406119899999996,0.0,11.76470588,4,3,4,1,2,1,1,1,1,1,2,2,1,1,2,4,1,4,4,3,3,3,3,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,4,4,4,4,4,4,4,4,4,2,4,4,3,4,1,1,1,1,3,1,3,3,4,1,1,1,1,4,4,4,4,3,4,4,4,4,3,3,3,4,3,3,3,3,3,4,3,2,4,1,1,1,1,4,4,4,4,3,3,4,1,3,3,3,2,1,1,1,3,13,11,11,12,12,8,9,8,5,4,15,10,9,4,3,5,13.0,10.0,12.0,11.0,12.0,8.0,7.0,9.0,4.0,4.0,17.0,10.0,6.0,5.0,8.0,6.0,1,0,0,0,0.0,0.0,0.0,0,2,5,6.0,2.0,8,1,8.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
745,745,0,0.0,0.7224675201130312,0.27753247988696866,13755,13755,13755,s30_5224,15350,0,0,0,0,0,0,s30,2,24,11,4,7.525394907000001,6.858965115,-0.6664297920000001,0.0,9.090909091,2,3,4,3,3,2,4,4,1,3,4,2,4,2,4,4,1,4,2,2,1,2,4,2,1,1,1,1,1,2,1,6,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,4,4,4,1,4,4,4,4,4,4,4,4,4,1,3,1,1,4,2,4,1,4,1,4,1,4,3,3,2,4,3,4,4,3,4,4,4,4,4,3,4,4,2,2,4,4,4,4,1,1,1,3,4,4,4,4,4,2,2,4,2,1,4,4,4,4,2,2,21,17,18,17,12,11,6,12,6,10,11,15,7,6,3,5,20.0,18.0,10.0,16.0,11.0,8.0,6.0,10.0,5.0,7.0,8.0,9.0,5.0,4.0,3.0,3.0,1,0,0,0,0.0,0.0,0.0,0,4,6,1.0,3.0,7,6,1.0,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,761,0,0.0,0.7197840046735182,0.2802159953264818,13003,13003,13003,s27_6220,14520,0,0,0,0,0,1,s27,2,20,11,4,7.5319095879999995,6.812445099,-0.719464489,0.0,50.0,3,3,4,1,2,1,1,3,1,2,3,3,2,1,2,3,1,3,3,3,4,3,4,3,2,3,1,1,1,1,1,2,3,1,1,1,1,1,3,1,1,1,1,1,1,1,3,4,3,4,4,4,4,4,4,4,4,4,3,4,2,1,2,1,2,1,2,1,4,3,4,1,1,4,4,4,4,4,2,3,2,4,3,2,2,4,1,3,3,2,4,3,4,4,4,1,1,1,1,3,4,4,3,4,4,4,1,3,3,1,1,2,1,3,2,13,12,12,17,13,10,7,9,8,9,20,14,6,4,4,4,18.0,18.0,15.0,12.0,11.0,8.0,11.0,10.0,7.0,12.0,16.0,12.0,7.0,8.0,6.0,5.0,1,0,0,0,0.0,0.0,0.0,0,7,4,4.0,6.0,7,6,1.0,4.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,763,0,0.0,0.7394806960704574,0.2605193039295426,8616,8616,8616,s1_5221,9751,0,0,0,0,0,0,s1,2,21,10,2,6.917234023,6.684611727999999,-0.232622295,0.0,14.28571429,4,4,4,1,3,2,3,4,2,2,3,2,2,1,1,3,1,4,3,3,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,4,4,4,1,1,1,1,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,4,3,4,4,1,1,1,1,1,4,4,4,4,4,4,3,2,2,4,3,3,3,1,4,17,10,15,11,11,8,6,6,3,4,15,9,7,4,6,3,13.0,10.0,16.0,11.0,11.0,8.0,6.0,7.0,6.0,4.0,21.0,12.0,9.0,4.0,5.0,3.0,1,0,0,0,0.0,0.0,0.0,0,6,2,2.0,5.0,2,3,2.0,3.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
765,765,0,0.0,0.7167474880315692,0.28325251196843076,17379,17379,17379,s7_6307,19367,0,0,0,0,0,0,s7,3,7,12,1,7.195437351,6.959048573,-0.236388778,0.0,0.0,4,4,4,1,2,1,2,4,1,2,2,4,3,1,3,4,1,4,4,3,3,4,4,3,1,3,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,3,4,4,3,4,2,2,1,2,2,2,4,3,4,1,1,1,1,3,4,3,3,3,3,2,3,2,4,3,2,3,3,3,3,2,4,4,4,3,4,1,1,1,2,3,3,3,3,3,3,3,1,4,4,3,2,1,1,2,2,12,16,10,16,12,8,8,11,4,4,17,19,6,5,6,6,18.0,16.0,10.0,13.0,14.0,8.0,9.0,10.0,5.0,4.0,13.0,18.0,7.0,7.0,7.0,6.0,1,0,0,0,0.0,0.0,0.0,0,7,4,5.0,8.0,6,2,1.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
776,776,0,0.0,0.8650443366735786,0.13495566332642153,29884,29884,29884,s25_4115,33364,0,0,0,0,0,0,s25,1,15,9,1,7.358340822000001,7.50559228,0.147251457,7.692307692000001,0.0,3,3,4,3,4,1,3,3,2,3,4,1,2,1,1,1,1,3,3,3,2,3,3,3,1,1,1,1,1,1,1,4,1,1,1,2,1,2,4,1,1,1,2,1,2,3,3,4,4,3,4,3,4,4,4,4,4,4,3,3,1,2,1,1,3,1,3,3,3,1,2,1,1,3,4,4,3,3,4,3,3,4,2,3,4,4,2,3,3,2,3,3,4,4,3,1,1,1,1,3,3,4,3,2,2,4,2,2,2,2,2,4,1,1,3,22,7,15,14,20,11,8,9,6,5,17,14,8,4,5,8,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,2,5,,,5,8,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
783,783,0,0.0,0.7100009615098126,0.28999903849018743,10061,10061,10061,s15_6120,11355,0,0,0,0,0,0,s15,1,20,11,3,6.978851201,6.844954378,-0.133896823,5.263157895,17.39130435,3,3,4,2,2,2,2,3,1,2,2,4,3,4,4,4,2,4,4,3,4,4,4,4,1,1,2,1,1,2,5,1,1,1,1,2,3,1,1,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,1,4,4,4,1,1,1,1,3,4,4,4,3,3,3,3,3,3,3,2,4,1,3,1,4,4,4,4,4,4,1,1,1,1,2,2,3,3,3,3,4,1,3,3,3,3,4,4,3,1,15,21,8,17,15,8,6,7,3,4,19,15,5,4,8,6,19.0,17.0,9.0,20.0,21.0,8.0,6.0,9.0,3.0,4.0,19.0,22.0,6.0,5.0,10.0,6.0,1,0,0,0,0.0,0.0,0.0,0,6,2,7.0,4.0,9,5,9.0,5.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,788,0,0.0,0.7304133392028852,0.2695866607971148,10503,10503,10503,s17_4202,11840,0,0,0,0,0,0,s17,2,2,10,4,7.706262975,7.189167737999999,-0.517095237,18.75,0.0,3,4,4,1,2,2,1,2,1,2,1,1,1,4,4,3,2,2,3,2,1,4,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,2,3,3,2,1,1,1,1,1,4,3,3,3,2,2,2,1,1,2,3,4,2,2,2,3,2,3,1,4,2,3,1,3,4,4,4,3,3,3,1,1,2,1,4,4,4,3,4,2,3,2,2,1,4,2,3,4,1,4,13,15,18,12,12,8,12,9,6,7,19,24,8,5,3,6,11.0,21.0,11.0,12.0,11.0,8.0,7.0,12.0,4.0,10.0,10.0,13.0,5.0,4.0,3.0,3.0,1,0,0,0,0.0,0.0,0.0,0,5,8,1.0,3.0,1,4,6.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
795,795,0,0.0,0.7172344536594076,0.2827655463405923,26913,26913,26913,s11_5321,30149,0,0,0,0,0,0,s11,3,21,10,1,7.090076836000001,6.9275579060000005,-0.162518929,5.882352941000001,5.0,4,3,4,3,3,2,3,3,2,3,3,1,1,2,1,3,1,4,3,3,3,3,3,3,1,5,3,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,2,1,1,4,1,3,3,4,1,2,1,1,4,4,3,4,4,4,3,4,4,3,3,3,3,3,4,4,3,4,4,4,4,4,1,1,2,1,3,4,4,4,4,4,4,4,3,3,3,3,3,2,2,3,21,9,13,18,14,8,7,11,5,5,14,11,5,5,4,3,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,1,3,,,2,3,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,808,0,0.0,0.8329113867076261,0.16708861329237396,18654,18654,18654,c10_9522,20786,0,0,0,0,0,0,c10,5,22,14,3,6.966024187,6.740701194,-0.225322993,15.0,19.23076923,4,2,4,2,3,1,3,3,3,1,3,1,1,1,1,1,1,4,4,2,2,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,1,3,1,4,4,4,1,2,1,1,3,4,4,3,2,4,4,3,4,3,2,2,4,1,2,3,1,4,4,4,4,4,1,1,1,1,4,3,4,4,4,4,4,1,3,2,3,3,3,2,2,2,18,6,14,11,11,8,6,9,3,5,22,14,5,4,4,3,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,6,2,,,2,3,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,813,0,0.0,0.7216224254309266,0.27837757456907336,28450,28450,28450,s18_5209,31802,0,0,0,0,0,0,s18,2,9,10,2,7.377758908,6.767993337,-0.609765572,0.0,15.38461538,4,3,4,1,1,1,2,3,1,1,1,2,2,1,2,1,1,4,3,3,3,4,3,3,1,2,3,1,1,3,3,4,3,1,1,1,1,2,4,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,3,3,4,3,2,3,1,1,1,1,2,2,2,3,4,1,1,1,2,4,3,3,3,3,3,4,3,4,4,4,3,3,2,4,3,2,3,3,4,2,4,1,1,2,1,2,2,3,2,2,3,3,1,3,4,3,3,3,2,2,3,10,9,12,23,16,8,12,8,6,5,15,15,9,5,8,8,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,2,5,,,9,5,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,817,0,0.0,0.8054416350235524,0.19455836497644752,12976,12976,12976,s27_6127,14493,0,0,0,0,0,0,s27,1,27,11,1,7.28423285,7.195437351,-0.088795499,7.142857143,0.0,4,3,3,2,2,1,1,1,1,2,2,1,1,1,1,4,1,3,4,3,2,3,4,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,3,3,3,1,1,1,1,4,4,3,3,4,3,3,4,4,2,4,4,3,3,3,2,3,4,4,3,4,4,1,1,1,1,3,4,4,4,3,3,4,1,3,3,1,1,1,1,2,2,15,9,13,13,11,8,6,6,6,4,16,13,6,4,4,5,11.0,9.0,12.0,12.0,11.0,8.0,7.0,7.0,6.0,4.0,12.0,12.0,5.0,5.0,5.0,4.0,1,0,0,0,0.0,0.0,0.0,0,6,2,6.0,2.0,2,3,8.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,823,0,0.0,0.7123756842013116,0.2876243157986885,21631,21631,21631,c2_7127,24051,0,0,0,0,0,0,c2,1,27,12,1,7.13089883,6.665919595,-0.464979236,0.0,11.11111111,4,3,4,3,3,2,2,3,3,4,3,4,1,2,3,4,2,4,4,3,2,2,3,3,2,3,3,1,1,1,1,1,1,1,1,3,1,3,4,2,1,2,3,1,1,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,1,4,4,4,1,1,1,1,2,3,4,3,2,1,3,2,2,2,2,4,3,2,2,3,1,4,4,4,4,4,1,1,1,1,2,2,2,2,2,2,4,2,3,2,3,3,4,3,2,1,22,16,14,16,23,9,6,7,3,4,21,23,5,4,9,9,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,7,4,,,9,5,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
826,826,0,0.0,0.7580281612620501,0.24197183873794992,6157,6157,6157,c3_9427,6768,0,0,0,0,0,1,c3,4,27,14,2,6.838762407000001,6.536191723,-0.302570685,0.0,25.0,3,4,4,3,4,2,2,3,1,2,2,3,2,2,3,3,1,4,4,3,3,3,3,3,1,4,2,1,1,4,3,3,1,1,1,2,1,1,2,3,1,1,1,2,1,3,4,4,4,4,4,4,4,4,3,3,3,4,3,3,1,1,1,1,1,1,3,3,3,1,1,1,1,3,3,4,4,3,4,3,3,3,4,4,3,4,3,3,3,3,4,4,4,4,4,2,1,2,1,3,3,3,3,3,3,4,1,3,2,3,2,4,2,3,3,18,14,12,22,18,8,11,6,6,4,13,15,5,6,6,6,15.0,18.0,13.0,29.0,20.0,10.0,12.0,6.0,4.0,4.0,14.0,11.0,5.0,7.0,6.0,7.0,1,0,0,0,0.0,0.0,0.0,0,2,5,2.0,5.0,9,5,7.0,6.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
839,839,0,0.0,0.8996631027957201,0.10033689720427978,31824,31824,31824,s32_4202,35585,0,0,0,0,0,0,s32,2,2,10,4,7.338538195,7.195437351,-0.143100844,0.0,0.0,4,3,4,3,2,1,2,4,1,3,3,3,2,2,3,3,1,4,4,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1,1,1,1,3,1,4,4,4,1,1,1,2,3,3,4,4,4,3,3,3,2,4,3,4,4,3,4,4,3,4,4,4,4,4,1,1,1,1,4,4,4,4,4,4,4,1,3,3,4,3,3,4,2,4,16,14,8,11,11,8,9,8,3,5,11,16,5,4,3,3,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,6,2,,,6,2,,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,841,0,0.0,0.7834988994539482,0.21650110054605182,27568,27568,27568,s14_5219,30851,0,0,0,0,0,0,s14,2,19,11,2,7.28423285,6.812445099,-0.47178775100000003,0.0,7.142857143,4,4,4,2,3,1,3,3,1,1,3,4,2,2,2,3,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,1,1,2,1,3,2,4,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,2,3,2,2,4,4,4,4,4,4,4,2,4,3,4,3,4,2,4,2,16,14,7,13,12,8,6,9,6,4,9,9,7,9,3,3,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,1,3,,,6,2,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,842,0,0.0,0.7942581205865897,0.20574187941341035,26991,26991,26991,s11_6301,30236,0,0,0,0,0,0,s11,3,1,11,1,7.017317481,6.742880636000001,-0.274436846,15.78947368,12.0,4,3,4,2,2,1,3,3,1,1,2,4,3,4,4,3,1,4,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,2,2,2,2,4,1,1,1,2,3,4,4,3,4,3,4,4,4,4,3,4,4,4,4,4,3,3,3,4,4,4,1,1,2,1,4,4,4,3,3,3,3,2,3,4,3,4,2,3,1,4,14,19,8,11,11,8,6,10,7,5,10,12,7,5,3,6,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,2,5,,,6,2,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,849,0,0.0,0.7007528708047402,0.29924712919525975,9269,9269,9269,s11_6402,10508,0,0,0,0,0,1,s11,4,2,11,4,7.124563012,6.767993337,-0.356569675,0.0,47.36842105,3,3,4,2,2,1,3,3,1,2,2,4,2,2,3,3,1,4,3,3,4,4,3,3,3,4,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,4,4,4,3,4,4,4,4,4,3,3,4,4,3,1,2,1,3,3,2,4,3,4,2,2,1,2,4,4,4,3,4,3,4,3,3,3,3,4,3,2,3,3,3,4,4,4,3,4,2,2,1,2,3,1,2,2,2,2,4,2,3,2,3,2,3,3,2,2,15,15,11,21,13,9,9,12,4,7,16,13,6,7,9,9,19.0,19.0,11.0,14.0,13.0,8.0,7.0,8.0,3.0,6.0,13.0,9.0,5.0,8.0,6.0,5.0,1,0,0,0,0.0,0.0,0.0,0,7,4,2.0,5.0,9,5,1.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,853,0,0.0,0.8397766099608021,0.1602233900391979,23439,23439,23439,c22_9612,26027,0,0,0,0,0,0,c22,6,12,15,4,7.13089883,6.858965115,-0.271933715,0.0,0.0,4,4,4,3,3,2,2,3,1,3,2,1,1,4,4,4,1,4,3,3,3,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,4,4,4,4,4,4,4,3,4,4,4,3,4,1,1,1,2,1,1,4,4,4,2,2,1,1,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,1,1,2,1,1,2,3,3,3,3,4,2,3,2,2,2,3,3,2,3,18,15,11,11,12,8,8,7,3,6,9,10,7,5,9,6,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,2,5,,,1,4,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
